,text,metadata
890,"“Big Data” continues to grow exponentially in our large-scale transactional world where 100,000s of SKUs and millions of customers are interacting with 1:1 offers that include differential pricing, shipping timing/costs and even made to order “custom” product configurations. These consumer behaviors are quickly advancing the availability of new data and techniques within the discipline of Data Science. This elective course will give students the opportunity to apply their skills in data visualization, data mining tools, predictive modeling, and advanced optimization techniques to address Supply Chain challenges. The course focuses on the use of Advanced Predictive Modeling, Machine Learning, AI and other Data Science insight and activation tools to automate and optimize the performance of the Supply Chain. Students will also learn how to optimize the performance of the Supply Chain from the lens of multiple related disciplines including: Sales Forecasting, Warehousing/Inventory Management, Promotion, Pricing, Logistics Network Optimization, Freight Cost Management, Manufacturing, Retail POS Information, Ecommerce, Consumer Data, and Product Design/Packaging. After completing this course, you will be prepared to work in any of the numerous specialty areas possible in the world of Supply Chain Management.","{'source_url': 'https://datascience.uchicago.edu/education/masters-programs/online-program/', 'retrieved_at': '2025-07-22T20:17:34.238124', 'title': 'Online Program – DSI', 'section': 'Supply Chain Optimization', 'super_section': None}"
891,"Dr. Arnab Bose is an Associate Senior Instructional Professor, Faculty Director of the online program, and Curriculum Director in the Master of Science in Applied Data Science program at the University of Chicago Data Science Institute. He has over two and a half decades of industry experience and enjoys working with data to influence behavioral outcomes.","{'source_url': 'https://datascience.uchicago.edu/people/arnab-bose-phd/', 'retrieved_at': '2025-07-22T20:17:34.514150', 'title': 'Arnab Bose, PhD – DSI', 'section': 'Arnab Bose, PhD – DSI', 'super_section': None}"
892,"As an entrepreneur, Arnab had a startup focused on industrial applications of AI in healthcare, finance, semiconductor, and retail that he successfully exited post-acquisition. He is an advisor to AI companies and the Chief Scientific Officer at UST AlphaAI. At the University of Chicago, Arnab teaches Machine Learning, Machine Learning Operations, Time Series Analysis and Forecasting, and Data Science in Healthcare.","{'source_url': 'https://datascience.uchicago.edu/people/arnab-bose-phd/', 'retrieved_at': '2025-07-22T20:17:34.514150', 'title': 'Arnab Bose, PhD – DSI', 'section': 'Arnab Bose, PhD – DSI', 'super_section': None}"
893,"Arnab has published a book, book chapters, and numerous peer-reviewed conference & journal papers. He enjoys public speaking and has given talks in the US, Australia, Saudi Arabia, and India. He is an avid traveler and has visited the 7 wonders of the world. Arnab holds MS and PhD degrees from the University of Southern California and a BTech from the Indian Institute of Technology, Kharagpur, India.","{'source_url': 'https://datascience.uchicago.edu/people/arnab-bose-phd/', 'retrieved_at': '2025-07-22T20:17:34.514150', 'title': 'Arnab Bose, PhD – DSI', 'section': 'Arnab Bose, PhD – DSI', 'super_section': None}"
894,"The Physical Sciences Division has over 9,000 graduate alumni worldwide, and we are honored to count you among them. PSD faculty frequently giveHarper Lecturesin cities all around the globe, and the Division hosts salon-style events where alumni and friends can engage with faculty in a more intimate setting. If you’d like to receive invitations to these events and other communications from the Division,please share your contact information with us.","{'source_url': 'https://physicalsciences.uchicago.edu/about/alumni-friends/', 'retrieved_at': '2025-07-22T20:17:34.647740', 'title': 'Alumni & Friends | Physical Sciences Division | The University of Chicago', 'section': 'Alumni & Friends | Physical Sciences Division | The University of Chicago', 'super_section': None}"
895,"Through theUniversity of Chicago Alumni& Friends website, you can update your address, learn about events, and network with your fellow graduates of the Division and the University.","{'source_url': 'https://physicalsciences.uchicago.edu/about/alumni-friends/', 'retrieved_at': '2025-07-22T20:17:34.647740', 'title': 'Alumni & Friends | Physical Sciences Division | The University of Chicago', 'section': 'Alumni & Friends | Physical Sciences Division | The University of Chicago', 'super_section': None}"
896,You can also stay updated on the Physical Sciences Division through our publications. We send a quarterlyAlumni & Friends Newsletter. TheUChicago Magazinepublishes science-focused stories inInquiry onlineand in print. The Departments of Chemistry and Physics publish their own newsletters as well. You can read theChemists ClubandChicago Physics Magazineonline.,"{'source_url': 'https://physicalsciences.uchicago.edu/about/alumni-friends/', 'retrieved_at': '2025-07-22T20:17:34.647740', 'title': 'Alumni & Friends | Physical Sciences Division | The University of Chicago', 'section': 'Alumni & Friends | Physical Sciences Division | The University of Chicago', 'super_section': None}"
897,"Whether you’re planning a visit to Chicago or want to see if anything is going on in your home city, theUniversity campus and event calendarlists lectures and events that are sure to be of interest. Please consider dropping in for a visit if you’re in the neighborhood. We’d love to see you and hear about what’s happening in your world.","{'source_url': 'https://physicalsciences.uchicago.edu/about/alumni-friends/', 'retrieved_at': '2025-07-22T20:17:34.647740', 'title': 'Alumni & Friends | Physical Sciences Division | The University of Chicago', 'section': 'Alumni & Friends | Physical Sciences Division | The University of Chicago', 'super_section': None}"
898,"The generosity of alumni and friends of the Physical Sciences Division supports the groundbreaking research and teaching of Chicago’s scientists. Gifts to the PSD support graduate students, fund the renovation of laboratories, allow us to recruit and retain the most outstanding faculty, and help advance the physical sciences in countless other ways. Learn more aboutsupporting the Physical Sciences Division.","{'source_url': 'https://physicalsciences.uchicago.edu/about/alumni-friends/', 'retrieved_at': '2025-07-22T20:17:34.647740', 'title': 'Alumni & Friends | Physical Sciences Division | The University of Chicago', 'section': 'Alumni & Friends | Physical Sciences Division | The University of Chicago', 'super_section': None}"
899,Brinson Lecture | Photo by John Zich,"{'source_url': 'https://physicalsciences.uchicago.edu/about/alumni-friends/', 'retrieved_at': '2025-07-22T20:17:34.647740', 'title': 'Alumni & Friends | Physical Sciences Division | The University of Chicago', 'section': 'Alumni & Friends | Physical Sciences Division | The University of Chicago', 'super_section': None}"
900,Make a gift to PSD,"{'source_url': 'https://physicalsciences.uchicago.edu/about/alumni-friends/', 'retrieved_at': '2025-07-22T20:17:34.647740', 'title': 'Alumni & Friends | Physical Sciences Division | The University of Chicago', 'section': 'Related Links', 'super_section': 'Alumni & Friends'}"
901,Phoenix Society,"{'source_url': 'https://physicalsciences.uchicago.edu/about/alumni-friends/', 'retrieved_at': '2025-07-22T20:17:34.647740', 'title': 'Alumni & Friends | Physical Sciences Division | The University of Chicago', 'section': 'Related Links', 'super_section': 'Alumni & Friends'}"
902,UChicago Alumni & Friends,"{'source_url': 'https://physicalsciences.uchicago.edu/about/alumni-friends/', 'retrieved_at': '2025-07-22T20:17:34.647740', 'title': 'Alumni & Friends | Physical Sciences Division | The University of Chicago', 'section': 'Related Links', 'super_section': 'Alumni & Friends'}"
903,Subscribe to the PSD Newsletter,"{'source_url': 'https://physicalsciences.uchicago.edu/about/alumni-friends/', 'retrieved_at': '2025-07-22T20:17:34.647740', 'title': 'Alumni & Friends | Physical Sciences Division | The University of Chicago', 'section': 'Related Links', 'super_section': 'Alumni & Friends'}"
904,"We look forward to celebrating the achievements of the Class of 2025 on Saturday, June 7, 2025 at the 539th Convocation.For additional questions, please emailconvocation@uchicago.edu.","{'source_url': 'https://convocation.uchicago.edu/', 'retrieved_at': '2025-07-22T20:17:36.849884', 'title': 'Convocation | The University of Chicago', 'section': '#UCHICAGO2025', 'super_section': None}"
905,"THE UNIVERSITY OF CHICAGO CONFERS DEGREES in a ceremony we call Convocation. This is a University-wide ceremony involving degree candidates from all Divisions and Schools. It will include the presentation of Honorary Degrees and an address from the Convocation Speaker. Convocation Addresses consistently focus on the pursuit of knowledge and the power of ideas. The University President, A. Paul Alivisatos, will verbally confer degrees on candidates by Division and School. Each Division and School will host a separate ceremony where degree candidates will be honored individually through the presentation of diplomas or hoods.","{'source_url': 'https://convocation.uchicago.edu/', 'retrieved_at': '2025-07-22T20:17:36.849884', 'title': 'Convocation | The University of Chicago', 'section': '#UCHICAGO2025', 'super_section': None}"
906,"The University of Chicago’s 539th Convocation ceremony, during which President A. Paul Alivisatos will confer degrees to all graduates and ourHonorary Degree Recipient, Eli Tziperman,is being held on the Main Quadrangle on Saturday, June 7, 2025 at 9:15 a.m. CDT. During the ceremony, President A. Paul Alivisatos, Provost Katherine Baicker,Convocation Speaker Professor Kunle Odunsi,the Deans of all Divisions and Schools, andUniversity Marshal Victoria E. Princewill acknowledge the achievements of the Class of 2025 graduates.","{'source_url': 'https://convocation.uchicago.edu/', 'retrieved_at': '2025-07-22T20:17:36.849884', 'title': 'Convocation | The University of Chicago', 'section': '#UCHICAGO2025', 'super_section': None}"
907,The University of Chicago’s 539th Convocation ceremony will be broadcasted for all guests who are unable to attend in person.Captions for the broadcast are available online.,"{'source_url': 'https://convocation.uchicago.edu/', 'retrieved_at': '2025-07-22T20:17:36.849884', 'title': 'Convocation | The University of Chicago', 'section': '#UCHICAGO2025', 'super_section': None}"
908,"As businesses of all kinds increasingly rely on data to make decisions, an MBA and Applied Data Science degree equips you to bridge the gap between tech and management and provide effective leadership in data-centric environments.","{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Earn a high-powered joint degree at the intersection of business and technology.', 'super_section': 'MBA/MS in Applied Data Science'}"
909,"Balancing theoretical rigor with practical application, our MBA for data scientists leverages the resources of Chicago Booth, theData Science Institute, and thePhysical Sciences Divisionto bring you a cutting-edge education in two of today’s most dynamic fields. A combination of online and in-person courses gives you flexibility in course scheduling, and you’ll earn two degrees in the time it would take to complete the MBA alone.","{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Earn a high-powered joint degree at the intersection of business and technology.', 'super_section': 'MBA/MS in Applied Data Science'}"
910,"As a graduate of our MBA/MS in Applied Data Science joint degree program, you’ll be ready to lead in diverse fields ranging from A.I. research and machine learning to business analytics and product marketing.","{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Earn a high-powered joint degree at the intersection of business and technology.', 'super_section': 'MBA/MS in Applied Data Science'}"
911,"To learn more, watch this briefinformation sessionwith an admissions director.","{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Earn a high-powered joint degree at the intersection of business and technology.', 'super_section': 'MBA/MS in Applied Data Science'}"
912,"As a student in the joint-degree MBA and Applied Data Science program, you’ll take the equivalent of 23 100-unit courses:","{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Program Structure', 'super_section': 'MBA/MS in Applied Data Science'}"
913,14 MBA classes,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Program Structure', 'super_section': 'MBA/MS in Applied Data Science'}"
914,9 data science courses,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Program Structure', 'super_section': 'MBA/MS in Applied Data Science'}"
915,Leadership Effectiveness and Development (LEAD),"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Program Structure', 'super_section': 'MBA/MS in Applied Data Science'}"
916,"Qualified Work Experience, a noncredit professional internship experience","{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Program Structure', 'super_section': 'MBA/MS in Applied Data Science'}"
917,"Your Booth courses will be in person. For maximum flexibility, your MS courses are available both online and in person. In-person courses are held at the NBC Tower in downtown Chicago. Most students will earn both degrees in seven quarters—the same time it takes to earn the MBA.","{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Program Structure', 'super_section': 'MBA/MS in Applied Data Science'}"
918,Pre-Quarter (Before Autumn),"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
919,Applied Data Science,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
920,Pre-Quarter Foundational Course*: Introduction to Statistical Analysis,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
921,Pre-Quarter Foundational Course*: R for Data Science,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
922,Quarter 1 (Autumn),"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
923,Booth,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
924,200 units,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
925,LEAD,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
926,Applied Data Science,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
927,Statistical Models,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
928,Foundational Courses*: Python for Data Science (first half) and Advanced Linear Algebra (second half),"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
929,Quarter 2 (Winter),"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
930,Booth,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
931,100 units,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
932,Applied Data Science,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
933,Machine Learning I,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
934,Time Series Analysis and Forecasting,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
935,Quarter 3 (Spring),"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
936,Booth,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
937,200 units,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
938,Applied Data Science,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
939,Data Engineering Platforms,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
940,Machine Learning II,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
941,Quarter 4 (Summer),"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
942,Booth,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
943,Internship,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
944,Applied Data Science,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
945,Elective 1+,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
946,Quarter 5 (Autumn),"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
947,Booth,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
948,300 units,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
949,Applied Data Science,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
950,Elective 2+,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
951,Quarter 6 (Winter),"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
952,Booth,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
953,300 units,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
954,Applied Data Science,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
955,Capstone Experience,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
956,Quarter 7 (Spring),"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
957,Booth,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
958,300 units,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
959,Applied Data Science,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
960,Elective 3+,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
961,* = Optional,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
962,+ = Students may substitute one MS elective for a Booth course,"{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Course Progression', 'super_section': 'Program Structure'}"
963,"As data science continues to transform the way we live and work, a strong understanding of both business and analytics will set you apart in the job market. And as a student in our joint degree MBA and Applied Data Science program, you’ll have access to personal career coaching, leadership development, and on-campus recruiting with some of the world’s top employers.","{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Career Paths', 'super_section': 'MBA/MS in Applied Data Science'}"
964,"Our recent MBA and MS graduates are working at high-profile companies around the world, including Apple, Google, Nike, Cardinal Health, and IBM, in a wide range of rewarding roles. For example:","{'source_url': 'https://www.chicagobooth.edu/mba/joint-degree/mba-ms-applied-data-science?sc_lang=en', 'retrieved_at': '2025-07-22T20:17:37.076407', 'title': 'MBA/MS in Applied Data Science  | The University of Chicago Booth School of Business', 'section': 'Career Paths', 'super_section': 'MBA/MS in Applied Data Science'}"
